NumberSimple,Name,Year,depth_index,Coded,HBType,HBTypeCode,WTOType,TypeMemb,3rdCountryName_1st,3rdCountryCode_1st,3rdCountryName_2nd,3rdCountryCode_2nd,NorthSouth,RegionCon,TypeDepth,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91
399,EFTA Southern African Customs Union (SACU),2006,,1,FTA,2,FTA,4,,,,,2,6,2,352,438,578,756,72,426,516,748,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,EFTA Spain,1979,,1,FTA,2,FTA,3,Spain,724,,,1,1,2,40,620,756,578,752,352,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,EFTA Tunisia,2004,,1,FTA,2,FTA,3,Tunisia,788,,,2,6,2,438,352,578,756,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,EFTA Turkey,1991,,1,FTA,2,FTA,3,Turkey,792,,,2,6,2,40,246,752,438,352,578,756,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Egypt Iraq,2001,,0,PTA/PSA,,,1,,,,,3,6,,818,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Egypt Jordan,1998,,1,FTA,2,,1,,,,,3,6,2,818,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Egypt Jordan,1996,,1,,,,1,,,,,3,6,2,818,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Egypt Jordan ,1967,,1,,,,1,,,,,3,6,1,818,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Egypt Lebanon,1999,,0,PTA/PSA,,,1,,,,,3,6,,818,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Egypt Libya,1990,,0,PTA/PSA,,,1,,,,,3,3,,818,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Egypt Libya,2003,,0,,,,1,,,,,3,3,,818,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Egypt Morocco,1998,,1,PTA_PSA,1,,1,,,,,3,3,1,818,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Egypt Morocco,1988,,0,,,,1,,,,,3,3,,818,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Egypt PLO,1998,,1,,,,1,,,,,3,6,5,818,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Egypt Syria,1991,,1,PTA_PSA,1,,1,,,,,3,6,1,818,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Egypt Tunisia,1998,,0,FTA,,,1,,,,,3,3,,818,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Egypt Turkey,2005,,1,FTA,2,FTA,1,,,,,3,6,2,818,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,El Salvador Honduras Taiwan,2007,,1,FTA,2,FTA_EIA,2,,,,,3,6,2,222,340,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,El Salvador Mexico,1986,,1,PTA_PSA,1,,1,,,,,3,4,1,222,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,El Salvador Nicaragua Free Trade Area,1951,,1,FTA,2,FTA,1,,,,,3,4,2,222,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,El Salvador Panama,1970,,1,PTA_PSA,1,,1,,,,,3,4,1,222,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,El Salvador Venezuela,1986,,1,PTA_PSA,1,,1,,,,,3,4,1,222,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Equatorial Customs Union,1959,,1,CU,3,,2,,,,,3,3,3,140,148,266,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Equatorial Customs Union Cameroon Association,1961,,1,FTA_CU,3,FTA,3,Cameroon,120,,,3,3,2,140,148,266,178,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Estonia Faroe Islands,1997,,1,FTA,2,FTA,1,,,,,2,1,2,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Estonia Finland,1992,,1,FTA,2,FTA,1,,,,,2,1,2,233,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Estonia Hungary,1998,,1,FTA,2,FTA,1,,,,,3,1,2,233,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Estonia Norway,1992,,1,FTA,2,FTA,1,,,,,2,1,2,233,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Estonia Slovakia,1996,,1,FTA,2,FTA,1,,,,,3,1,2,233,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Estonia Slovenia,1996,,1,FTA,2,FTA,1,,,,,3,1,2,233,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Estonia Sweden,1991,,1,FTA,2,FTA,1,,,,,2,1,2,233,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Estonia Switzerland,1992,,1,FTA,2,FTA,1,,,,,2,1,2,233,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Estonia Turkey,1997,,1,FTA,2,FTA,1,,,,,3,6,2,233,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Estonia Ukraine,1995,,1,FTA,2,FTA,1,,,,,3,1,2,233,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Eurasian Economic Community (EAEC),1999,,1,CU,3,,2,,,,,3,6,3,112,398,136,643,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Eurasian Economic Community (Union of the Five),1995,,0,A,,CU,2,,,,,3,6,,112,398,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,European Coal and Steel Community,1951,,1,PTA,1,,2,,,,,1,1,1,56,250,276,380,442,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,European Economic Area (EEA),1992,,1,FTA,2,EIA,4,,,,,1,1,2,56,208,276,250,300,724,372,380,442,528,620,826,40,246,352,438,578,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Faroe Islands Iceland,1992,,1,FTA,2,FTA,1,,,,,1,1,2,234,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Faroe Islands Iceland,2005,,1,,,FTA_EIA,1,,,,,2,1,2,234,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Faroe Islands Norway,1992,,1,FTA,2,FTA,1,,,,,1,1,2,234,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Faroe Islands Poland,1998,,1,FTA,2,FTA,1,,,,,2,1,2,234,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Faroe Islands Sweden,1992,,0,FTA,,,1,,,,,1,1,,234,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Faroe Islands Switzerland,1992,,1,FTA,2,FTA,1,,,,,1,1,2,234,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Fiji Papua New Guinea,1996,,0,PTA/PSA,,,1,,,,,3,5,,242,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,EFTA Finland,1961,,1,FTA,2,FTA,3,Finland,246,,,1,1,2,40,208,620,756,578,752,826,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Finland German Democratic Republic,1975,,1,FTA,2,FTA,1,,,,,2,1,2,246,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Finland Hungary,1974,,1,FTA,2,FTA,1,,,,,2,1,2,246,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Finland Latvia,1992,,1,FTA,2,FTA,1,,,,,2,1,2,246,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Finland Lithuania,1992,,1,FTA,2,FTA,1,,,,,2,1,2,246,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Finland Poland,1976,,1,FTA,2,FTA,1,,,,,2,1,2,246,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Finland USSR,1960,,0,PTA,,,1,,,,,2,1,,246,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,France Monaco,1963,,1,CU,,,1,,,,,1,1,3,250,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,France Tunisia Customs Union Convention,1955,,1,CU,3,,1,,,,,2,6,3,250,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Georgia Kazakhstan,1997,,1,FTA,2,FTA,1,,,,,3,6,2,268,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Georgia Russia,1994,,1,FTA,2,FTA,1,,,,,3,6,2,268,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Georgia Turkey,2007,,1,,,FTA,1,,,,,3,2,2,268,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Georgia Turkmenistan,1996,,1,FTA,2,FTA,1,,,,,3,2,2,268,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Georgia Ukraine,1995,,1,FTA,2,FTA,1,,,,,3,6,2,268,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Georgia Uzbekistan,1995,,0,FTA,,,1,,,,,3,2,,268,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Ghana Upper Volta Trade Agreement,1961,,1,CU,3,FTA,1,,,,,3,3,3,288,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Global System of Trade Preferences (GSTP),1988,,1,,,PTA,2,,,,,3,6,1,12,32,24,50,204,68,76,120,152,170,192,408,410,218,818,288,324,328,332,356,360,364,368,434,458,484,504,508,558,566,586,604,634,608,642,702,144,736,764,780,788,834,858,862,704,716,180,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Greater Arab Free Trade Agreement,1997,,1,FTA,2,FTA,2,,,,,3,6,2,48,818,368,400,414,422,434,504,512,634,682,736,706,760,788,784,887,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Greenland Iceland,1985,,0,FTA,,,1,,,,,1,1,,304,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Group of Three,1994,,1,FTA,2,FTA_EIA,2,,,,,3,4,2,170,484,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Group of Three Auto Agreement,2004,,1,PTA_PSA,1,,2,,,,,3,4,1,170,484,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,GUAM/GUUAM Organization for Democracy and Economic Development,2002,,1,,,,2,,,,,3,6,2,31,268,498,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Guatemala Mexico,1984,,1,PTA_PSA,1,,1,,,,,3,4,1,320,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Guatemala Mexico,1999,,1,PTA_PSA,1,,1,,,,,3,4,1,320,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Guatemala Panama,1974,,1,PTA_PSA,1,,1,,,,,3,4,1,320,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Guatemala Taiwan,2005,,1,FTA,2,,1,,,,,3,6,2,320,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Guatemala Venezuela,1985,,1,PTA_PSA,1,,1,,,,,3,4,1,320,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Gulf Cooperation Council (GCC),1981,,1,PTA_PSA,1,CU,2,,,,,3,2,3,48,414,512,634,682,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Gulf Cooperation Council (GCC),2001,,1,CU,3,CU,2,,,,,3,2,3,48,414,512,634,682,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Gulf Cooperation Council (GCC) Singapore,2008,,1,,,,3,Singapore,702,,,3,4,2,48,414,512,634,682,784,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Guyana Venezuela,1990,,1,PTA_PSA,1,,1,,,,,3,4,1,328,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Honduras Mexico,1984,,1,PTA_PSA,1,,1,,,,,3,4,1,340,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Honduras Panama,1973,,1,PTA_PSA,1,,1,,,,,3,4,1,340,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Honduras Venezuela,1986,,1,PTA_PSA,1,,1,,,,,3,4,1,340,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Hungary Israel,1997,,1,FTA,2,FTA,1,,,,,3,6,2,348,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Hungary Latvia,1999,,1,FTA,2,FTA,1,,,,,3,1,2,348,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Hungary Lithuania,1998,,1,FTA,2,FTA,1,,,,,3,1,2,348,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Hungary Slovenia,1994,,1,FTA,2,FTA,1,,,,,3,1,2,348,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Hungary Turkey,1997,,1,FTA,2,FTA,1,,,,,3,6,2,348,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,India Korea,2009,,1,,,FTA_EIA,1,,,,,3,2,2,356,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,India MERCOSUR,2004,,1,PTA_PSA,1,PTA,3,India,356,,,3,6,1,356,32,76,600,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,India Nepal,1991,,1,PTA_PSA,1,,1,,,,,3,2,1,356,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,India Nepal,2009,,1,,,PTA,1,,,,,3,2,1,356,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,India Singapore,2005,,1,PTA_PSA,1,FTA_EIA,1,,,,,3,2,2,356,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,India Sri Lanka,1998,,1,FTA,2,FTA,1,,,,,3,2,2,356,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Indonesia Japan,2007,,1,,,FTA_EIA,1,,,,,2,2,2,360,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Inter-Arab Trade Agreement,1981,,1,,,,2,,,,,3,6,1,48,400,784,788,12,262,682,736,760,706,368,512,275,634,414,422,434,504,478,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Iran Pakistan,2004,,1,,,,1,,,,,3,2,1,364,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Iran Syria,2006,,1,,,,1,,,,,3,2,1,364,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Iraq Jordan,2009,,0,,,,1,,,,,3,2,,368,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Iraq Jordan,1953,,1,,,,1,,,,,3,2,1,368,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Iraq Lebanon,1967,,0,PTA,,,1,,,,,3,2,,368,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Iraq Tunisia,2001,,0,FTA,,,1,,,,,3,6,,368,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Iraq UAE,2001,,0,FTA,,,1,,,,,3,2,,368,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Iraq UAE,1977,,1,,,,1,,,,,3,2,2,368,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Ireland UK Free Trade Area,1965,,1,FTA,2,FTA,1,,,,,1,1,2,826,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
